date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:08:02	213244/213244	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2029%20Apr%202020%2011:02:50%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/t/123/assets/theme.js?v=1914574163573674172	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/t/123/assets/themef979.js	(from https://nichecanvas.com/)
01:08:03	50020/50020	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2020:05:27%20GMT	http://cdn.shopify.com/s/javascripts/tricorder/trekkie.storefront.min.js?v=2020.07.13.1	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/javascripts/tricorder/trekkie.storefront.mindd82.js	(from https://nichecanvas.com/)
01:08:04	7447/7447	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jun%202020%2016:13:02%20GMT	http://cdn.shopify.com/s/assets/shop_events_listener-2632023fb2795bd6668b6fbae05b661baba07afb3d62048f023763eca3cd96e3.js	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/assets/shop_events_listener-2632023fb2795bd6668b6fbae05b661baba07afb3d62048f023763eca3cd96e3.js	(from https://nichecanvas.com/)
01:08:04	251656/251656	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Apr%202020%2011:02:29%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/t/123/assets/jquery-ui.js?v=10011667465916727310	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/t/123/assets/jquery-ui336e.js	(from https://nichecanvas.com/)
01:08:05	9122/9122	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20Jun%202020%2000:59:35%20GMT	http://cdn.shopify.com/s/assets/storefront/load_feature-04598b77b1103a920783be825a5f4c245a91397360c621cd772069cf99347113.js	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/assets/storefront/load_feature-04598b77b1103a920783be825a5f4c245a91397360c621cd772069cf99347113.js	(from https://nichecanvas.com/)
01:08:06	101029/101029	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Jul%202020%2018:16:37%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://nichecanvas.com/)
01:08:06	9/9	---M--	200	added ('OK')	text/css	date:Fri,%2001%20May%202020%2005:19:59%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/t/123/compiled_assets/styles.css?50718	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/t/123/compiled_assets/styles0dcc.css	(from https://nichecanvas.com/)
01:08:06	31728/31728	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20Jun%202020%2017:26:43%20GMT	http://cdn.shopify.com/s/assets/shopify_pay/storefront-21b5dddfc8b64c1ad68cee3ba7448d1ffa15c24e969ebc1fbccf1a3784b659ad.js?v=20190107	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/assets/shopify_pay/storefront-21b5dddfc8b64c1ad68cee3ba7448d1ffa15c24e969ebc1fbccf1a3784b659ad99c2.js	(from https://nichecanvas.com/)
01:08:06	37632/37632	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20May%202020%2018:33:42%20GMT	http://cdn.shopify.com/s/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://nichecanvas.com/)
01:08:06	0/0	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Apr%202020%2011:03:07%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/t/123/compiled_assets/scripts.js?50718	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/t/123/compiled_assets/scripts0dcc.js	(from https://nichecanvas.com/)
01:08:08	211994/211994	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:94ef110a2c9f5a9f4fdd455050b6f78f	https://nichecanvas.com/pages/contact	C:/bho_ye/TOYE%20SITE/nichecanvas.com/pages/contact.14.delayed	(from https://nichecanvas.com/)
01:08:10	211994/211994	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:fbd89721cd552eb2888a026f9db87ae3	https://nichecanvas.com/wishlist	C:/bho_ye/TOYE%20SITE/nichecanvas.com/wishlist	(from https://nichecanvas.com/)
01:08:13	211994/211994	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:fbd89721cd552eb2888a026f9db87ae3	https://nichecanvas.com/product	C:/bho_ye/TOYE%20SITE/nichecanvas.com/product	(from https://nichecanvas.com/)
01:08:15	211994/211994	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:fbd89721cd552eb2888a026f9db87ae3	https://nichecanvas.com/shared_wishlist	C:/bho_ye/TOYE%20SITE/nichecanvas.com/shared_wishlist	(from https://nichecanvas.com/)
01:08:16	46714/46714	---M-Z	200	added ('OK')	application/javascript	etag:0x8D7A62DDBFC3CAF	https://az814789.vo.msecnd.net/toolkit/1.4.42/appmate.js	C:/bho_ye/TOYE%20SITE/az814789.vo.msecnd.net/toolkit/1.4.42/appmate.js	(from https://nichecanvas.com/)
01:08:18	10354/10354	---M-Z	200	added ('OK')	text/css	date:Sat,%2018%20Jul%202020%2000:08:24%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/t/123/assets/appmate-wishlist-king.scss.css?v=6109297146444972116	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/t/123/assets/appmate-wishlist-king.scss7e66.css	(from https://nichecanvas.com/)
01:08:19	80144/80144	---M-Z	200	added ('OK')	text/css	date:Sat,%2018%20Jul%202020%2000:08:25%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/t/123/assets/bc-sf-filter.scss.css?v=6966873010987135715	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/t/123/assets/bc-sf-filter.scss72f9.css	(from https://nichecanvas.com/)
01:08:20	6206/6206	---M-Z	200	added ('OK')	text/css	date:Sat,%2018%20Jul%202020%2000:08:26%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/t/123/assets/bc-widget-slider.scss.css?v=254343886494377597	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/t/123/assets/bc-widget-slider.scssb161.css	(from https://nichecanvas.com/)
01:08:21	20264/20264	---M-Z	200	added ('OK')	application/x-javascript	etag:%2201705e107da20f5b767d56479c204ce9%22	http://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js	C:/bho_ye/TOYE%20SITE/widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js	(from https://nichecanvas.com/)
01:08:23	445/445	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jul%202020%2000:08:29%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/t/123/assets/icon-mobile-menu2.png?v=12564349325848523945	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/t/123/assets/icon-mobile-menu22c40.png	(from https://nichecanvas.com/)
01:08:24	2376/2376	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jul%202020%2000:08:30%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/files/LogoNicheCanvas_LcolorCAP_small.png?v=1592585841	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/files/LogoNicheCanvas_LcolorCAP_smalle4ca.png	(from https://nichecanvas.com/)
01:08:25	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Jul%202020%2000:08:31%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/files/LogoNicheCanvas_LcolorCAP_{width}x.png?v=1592585841	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/files/LogoNicheCanvas_LcolorCAP_{width}xe4ca.png	(from https://nichecanvas.com/)
01:08:25	6613/6613	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jul%202020%2000:08:31%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/files/LogoNicheCanvas_LcolorCAP_250x.png?v=1592585841	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/files/LogoNicheCanvas_LcolorCAP_250xe4ca.png	(from https://nichecanvas.com/)
01:08:26	219631/219631	---MCZ	200	added ('OK')	text/html	etag:cacheable:2331e4416636a6b3d01737b246119b96	https://nichecanvas.com/cart	C:/bho_ye/TOYE%20SITE/nichecanvas.com/cart.html	(from https://nichecanvas.com/)
01:08:29	214569/214569	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jul%202020%2000:08:35%20GMT	https://nichecanvas.com/account/login	C:/bho_ye/TOYE%20SITE/nichecanvas.com/account/login.html	(from https://nichecanvas.com/)
01:08:33	213110/213110	---MCZ	200	added ('OK')	text/html	etag:cacheable:bff06a44d5ad2d9f8f77b4ca53ed92bd	https://nichecanvas.com/pages/wishlist	C:/bho_ye/TOYE%20SITE/nichecanvas.com/pages/wishlist.html	(from https://nichecanvas.com/)
01:08:33	9601/9601	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jul%202020%2000:08:36%20GMT	http://cdn.shopify.com/s/files/1/2012/8501/files/LogoNicheCanvas_LcolorCAP_320x320.png?50718	C:/bho_ye/TOYE%20SITE/cdn.shopify.com/s/files/1/2012/8501/files/LogoNicheCanvas_LcolorCAP_320x3200dcc.png	(from https://nichecanvas.com/)
01:08:34	293255/293255	---MCZ	200	added ('OK')	text/html	etag:cacheable:e2b7451ddb18db74f0166a2d1a5e209e	https://nichecanvas.com/collections/single-panel	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/single-panel.html	(from https://nichecanvas.com/)
01:08:36	291951/291951	---MCZ	200	added ('OK')	text/html	etag:cacheable:972f2f10320d743b4433021506eb207d	https://nichecanvas.com/collections/shop-3pc	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-3pc.html	(from https://nichecanvas.com/)
01:08:37	295607/295607	---MCZ	200	added ('OK')	text/html	etag:cacheable:b6f70cf637afd4a96ee17c5c698b40c0	https://nichecanvas.com/collections/five-panels	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/five-panels.html	(from https://nichecanvas.com/)
01:08:39	291846/291846	---MCZ	200	added ('OK')	text/html	etag:cacheable:5b94a8e24962563c9c30bcf12f6d208f	https://nichecanvas.com/collections/abstract-art	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/abstract-art.html	(from https://nichecanvas.com/)
01:08:40	293288/293288	---MCZ	200	added ('OK')	text/html	etag:cacheable:855b06cb98a555ce2eba3ea5b09f875a	https://nichecanvas.com/collections/african-art	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/african-art.html	(from https://nichecanvas.com/)
01:08:42	291920/291920	---MCZ	200	added ('OK')	text/html	etag:cacheable:e466257fd0233ba8bc922cf9838340ba	https://nichecanvas.com/collections/shop-airplanes	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-airplanes.html	(from https://nichecanvas.com/)
01:08:44	295429/295429	---MCZ	200	added ('OK')	text/html	etag:cacheable:87ea06cbf5640ab6e0262be7e0d11324	https://nichecanvas.com/collections/animals	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/animals.html	(from https://nichecanvas.com/)
01:08:46	294978/294978	---MCZ	200	added ('OK')	text/html	etag:cacheable:d967124ee3bff4cacbc838ed958f47dc	https://nichecanvas.com/collections/shop-boat	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-boat.html	(from https://nichecanvas.com/)
01:08:48	296093/296093	---MCZ	200	added ('OK')	text/html	etag:cacheable:911bb2c3ef31b4b0d459cea1fe8407e8	https://nichecanvas.com/collections/black-white	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/black-white.html	(from https://nichecanvas.com/)
01:08:50	295375/295375	---MCZ	200	added ('OK')	text/html	etag:cacheable:9bfb9f8afe54a37398f4f06e7d577c7b	https://nichecanvas.com/collections/shop-buddha	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-buddha.html	(from https://nichecanvas.com/)
01:08:52	292698/292698	---MCZ	200	added ('OK')	text/html	etag:cacheable:ad91ad89c1e7db87f94961ac5242e715	https://nichecanvas.com/collections/shop-cars	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-cars.html	(from https://nichecanvas.com/)
01:08:54	292512/292512	---MCZ	200	added ('OK')	text/html	etag:cacheable:ef26ac95c8e1317bfebc70e6a6bb5a65	https://nichecanvas.com/collections/shop-christianity	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-christianity.html	(from https://nichecanvas.com/)
01:08:56	292613/292613	---MCZ	200	added ('OK')	text/html	etag:cacheable:975a9663f316a5c3cdfb789a3d7a2761	https://nichecanvas.com/collections/cities	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/cities.html	(from https://nichecanvas.com/)
01:08:58	292328/292328	---MCZ	200	added ('OK')	text/html	etag:cacheable:3512627ccd9f6c7412a89bbb88678a27	https://nichecanvas.com/collections/coffee	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/coffee.html	(from https://nichecanvas.com/)
01:09:00	291902/291902	---MCZ	200	added ('OK')	text/html	etag:cacheable:c1a04a08be669894b89f27afa43a3c25	https://nichecanvas.com/collections/dark-fantasy	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/dark-fantasy.html	(from https://nichecanvas.com/)
01:09:02	294766/294766	---MCZ	200	added ('OK')	text/html	etag:cacheable:436a024612bef26dd8be7500464e31f3	https://nichecanvas.com/collections/fantasy	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/fantasy.html	(from https://nichecanvas.com/)
01:09:04	300343/300343	---MCZ	200	added ('OK')	text/html	etag:cacheable:93f32bf789c686605eadb820ca70b426	https://nichecanvas.com/collections/featured-artists	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/featured-artists.html	(from https://nichecanvas.com/)
01:09:05	293247/293247	---MCZ	200	added ('OK')	text/html	etag:cacheable:b60eacffedc6f37b67b3b99eeaf1ad51	https://nichecanvas.com/collections/shop-love	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-love.html	(from https://nichecanvas.com/)
01:09:07	292500/292500	---MCZ	200	added ('OK')	text/html	etag:cacheable:5e9189f8a36e9fe3c0bd807ecb5bca68	https://nichecanvas.com/collections/shop-fractal	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-fractal.html	(from https://nichecanvas.com/)
01:09:08	294595/294595	---MCZ	200	added ('OK')	text/html	etag:cacheable:ed66bf3b0ae59f89ff51851bec4b6fcf	https://nichecanvas.com/collections/shop-hindu-gods	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-hindu-gods.html	(from https://nichecanvas.com/)
01:09:10	294678/294678	---MCZ	200	added ('OK')	text/html	etag:cacheable:49d24640b9f6501829fb4819ab198fde	https://nichecanvas.com/collections/shop-islamic-art	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-islamic-art.html	(from https://nichecanvas.com/)
01:09:12	293990/293990	---MCZ	200	added ('OK')	text/html	etag:cacheable:ac9108c2a349db0639468433fea8ca6d	https://nichecanvas.com/collections/kids-room	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/kids-room.html	(from https://nichecanvas.com/)
01:09:13	293196/293196	---MCZ	200	added ('OK')	text/html	etag:cacheable:4754270b6e4be087f0b7d4d9191cf51a	https://nichecanvas.com/collections/shop-kitchen-dining	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-kitchen-dining.html	(from https://nichecanvas.com/)
01:09:16	294690/294690	---MCZ	200	added ('OK')	text/html	etag:cacheable:38d3135754266b7d7142670c9ef17401	https://nichecanvas.com/collections/landscape-collection	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/landscape-collection.html	(from https://nichecanvas.com/)
01:09:17	296612/296612	---MCZ	200	added ('OK')	text/html	etag:cacheable:8ea78aad65a6634d4a37b08a201b7e6d	https://nichecanvas.com/collections/tropical-landscape	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/tropical-landscape.html	(from https://nichecanvas.com/)
01:09:19	294114/294114	---MCZ	200	added ('OK')	text/html	etag:cacheable:bfbb23cc73a043e128e776a82b81aac5	https://nichecanvas.com/collections/shop-love-1	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-love-1.html	(from https://nichecanvas.com/)
01:09:20	293634/293634	---MCZ	200	added ('OK')	text/html	etag:cacheable:d438a8b3fa96da79bd5a74a7ef24557a	https://nichecanvas.com/collections/shop-monuments	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-monuments.html	(from https://nichecanvas.com/)
01:09:22	294749/294749	---MCZ	200	added ('OK')	text/html	etag:cacheable:edd027cc84cdc015ed6e5b8dd6ad9a36	https://nichecanvas.com/collections/shop-musical-instrument	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-musical-instrument.html	(from https://nichecanvas.com/)
01:09:23	295830/295830	---MCZ	200	added ('OK')	text/html	etag:cacheable:2de6c94ff8f855c250e5118fd8a6e0c4	https://nichecanvas.com/collections/female-portraits	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/female-portraits.html	(from https://nichecanvas.com/)
01:09:25	294416/294416	---MCZ	200	added ('OK')	text/html	etag:cacheable:1068f7939475d601b4e6223a69198c39	https://nichecanvas.com/collections/psychedelic-art	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/psychedelic-art.html	(from https://nichecanvas.com/)
01:09:26	293505/293505	---MCZ	200	added ('OK')	text/html	etag:cacheable:f9a5c95729530e11fd6d981bd46522a5	https://nichecanvas.com/collections/casino	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/casino.html	(from https://nichecanvas.com/)
01:09:28	297009/297009	---MCZ	200	added ('OK')	text/html	etag:cacheable:d98e939b48d170a20f8b649e2e333208	https://nichecanvas.com/collections/shop-golf	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-golf.html	(from https://nichecanvas.com/)
01:09:30	293912/293912	---MCZ	200	added ('OK')	text/html	etag:cacheable:927ece2e35b2179e2fea7ef34465599c	https://nichecanvas.com/collections/shop-space	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-space.html	(from https://nichecanvas.com/)
01:09:31	294784/294784	---MCZ	200	added ('OK')	text/html	etag:cacheable:694baa9fc31c9cbe7984ce0b4d15d5a5	https://nichecanvas.com/collections/shop-memorial-day	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-memorial-day.html	(from https://nichecanvas.com/)
01:09:33	293631/293631	---MCZ	200	added ('OK')	text/html	etag:cacheable:5a0defd95c5b04ab8a1908932659727f	https://nichecanvas.com/collections/wine-cellar	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/wine-cellar.html	(from https://nichecanvas.com/)
01:09:34	290823/290823	---MCZ	200	added ('OK')	text/html	etag:cacheable:170e37862f8ac841a769364b1792f48a	https://nichecanvas.com/collections/shop-world-maps	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shop-world-maps.html	(from https://nichecanvas.com/)
01:09:37	235959/235959	---MCZ	200	added ('OK')	text/html	etag:cacheable:f71be0425606a12391f8e12f8f97a3d0	https://nichecanvas.com/collections/modern	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/modern.html	(from https://nichecanvas.com/)
01:09:39	294730/294730	---MCZ	200	added ('OK')	text/html	etag:cacheable:f86c57c71ac68a1a60892f245ceaba24	https://nichecanvas.com/collections/rustic	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/rustic.html	(from https://nichecanvas.com/)
01:09:40	251609/251609	---MCZ	200	added ('OK')	text/html	etag:cacheable:2d34ae22e7045bef89ef7b37082a8124	https://nichecanvas.com/collections/shabby-chic	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/shabby-chic.html	(from https://nichecanvas.com/)
01:09:42	291018/291018	---MCZ	200	added ('OK')	text/html	etag:cacheable:3b9337f065fe458796edaa651fd9b344	https://nichecanvas.com/collections/farmhouse	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/farmhouse.html	(from https://nichecanvas.com/)
01:09:45	245738/245738	---MCZ	200	added ('OK')	text/html	etag:cacheable:82401148cc1fc1e809bdf8f78617fe37	https://nichecanvas.com/collections/contemporary	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/contemporary.html	(from https://nichecanvas.com/)
01:09:46	235956/235956	---MCZ	200	added ('OK')	text/html	etag:cacheable:fbe90005396354668435a28096c1ddb4	https://nichecanvas.com/collections/photorealism	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/photorealism.html	(from https://nichecanvas.com/)
01:09:48	230665/230665	---MCZ	200	added ('OK')	text/html	etag:cacheable:9ff4f44417a5c45a54d5b47d6272726f	https://nichecanvas.com/collections/impressionist	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/impressionist.html	(from https://nichecanvas.com/)
01:09:49	293620/293620	---MCZ	200	added ('OK')	text/html	etag:cacheable:8fbb2ff81e5b8e6144ef069ecf5a5bb3	https://nichecanvas.com/collections/watercolor	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/watercolor.html	(from https://nichecanvas.com/)
01:09:51	292792/292792	---MCZ	200	added ('OK')	text/html	etag:cacheable:d2291898983b34645c7c30f1ea480785	https://nichecanvas.com/collections/oil-painting	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/oil-painting.html	(from https://nichecanvas.com/)
01:09:53	230596/230596	---MCZ	200	added ('OK')	text/html	etag:cacheable:4f6148ad3848ca7c128debace85b6020	https://nichecanvas.com/collections/finger-paint	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/finger-paint.html	(from https://nichecanvas.com/)
01:09:54	293938/293938	---MCZ	200	added ('OK')	text/html	etag:cacheable:67294e3af41e4b0d3d306f295e8153f3	https://nichecanvas.com/collections/digital-art	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/digital-art.html	(from https://nichecanvas.com/)
01:09:56	266497/266497	---MCZ	200	added ('OK')	text/html	etag:cacheable:b965c313db500300d75275a658173364	https://nichecanvas.com/collections/panoramic	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/panoramic.html	(from https://nichecanvas.com/)
01:09:58	235938/235938	---MCZ	200	added ('OK')	text/html	etag:cacheable:017e0903d1b42ad0bd62c0fa6755d01d	https://nichecanvas.com/collections/scenic	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/scenic.html	(from https://nichecanvas.com/)
01:09:59	240857/240857	---MCZ	200	added ('OK')	text/html	etag:cacheable:336710f84547f4d85abd261538e7056b	https://nichecanvas.com/collections/color-pop	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/color-pop.html	(from https://nichecanvas.com/)
01:10:01	255695/255695	---MCZ	200	added ('OK')	text/html	etag:cacheable:da7dd7b3e5af1c5a310b40c473ec834e	https://nichecanvas.com/collections/pop-art	C:/bho_ye/TOYE%20SITE/nichecanvas.com/collections/pop-art.html	(from https://nichecanvas.com/)
